instance_id	wn_id	bn_id	synset	lemmas	gloss
d001.s003.t002	lot%1:23:00::	bn:00008985n	batch.n.02	batch, deal, flock, good_deal, great_deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite_a_little, raft, sight, slew, spate, stack, tidy_sum, wad	(often followed by `of') a large number or amount or extent
d001.s003.t003	triumph%1:11:00::	bn:00078365n	victory.n.01	victory, triumph	a successful ending of a struggle or contest
d001.s004.t000	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d001.s004.t001	favor%1:07:00::	bn:00033833n	favor.n.02	favor, favour	an advantage to the benefit of someone or something
d001.s004.t002	scoreboard%1:06:00::	bn:00069757n	scoreboard.n.01	scoreboard	a large board for displaying the score of a contest (and some other information)
d001.s004.t003	start%1:11:00::	bn:00073989n	start.n.01	start	the beginning of anything
d001.s005.t000	basket%1:04:00::	bn:00008875n	basket.n.04	basket, field_goal	a score in basketball made by throwing the ball through the hoop
d001.s005.t001	perimeter%1:25:00::	bn:00012213n	margin.n.01	margin, border, perimeter	the boundary line or the area immediately inside the boundary
d001.s005.t002	speculation%1:10:03::	bn:00021870n	guess.n.01	guess, conjecture, supposition, surmise, surmisal, speculation, hypothesis	a message expressing an opinion based on incomplete evidence
d001.s005.t003	net%1:06:04::	bn:00057368n	net.n.04	net	a goal lined with netting (as in soccer or hockey)
d001.s005.t004	wrist%1:08:00::	bn:00006143n	wrist.n.01	wrist, carpus, wrist_joint, radiocarpal_joint, articulatio_radiocarpea	a joint between the distal end of the radius and the proximal row of carpal bones
d001.s006.t000	scorer%1:18:00::	bn:00069759n	scorer.n.01	scorer	a player who makes a score in a game or contest
d001.s006.t001	end%1:11:00::	bn:00030720n	end.n.03	end, last, final_stage	the concluding parts of an event or occurrence
d001.s006.t002	first_period%1:28:00::	bn:00034792n	first_period.n.01	first_period	the first division into which the play of a game is divided
d001.s007.t000	quarter%1:28:01::	bn:00065577n	quarter.n.03	quarter	(football, professional basketball) one of four divisions into which some games are divided
d001.s007.t001	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s007.t002	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d001.s007.t003	work%1:04:00::	bn:00081568n	work.n.01	work	activity directed toward making or doing something
d001.s007.t004	whistle%1:10:00::	bn:00081042n	whistle.n.02	whistle, whistling	the act of signalling (e.g., summoning) by whistling or blowing a whistle
d001.s007.t005	applause%1:10:00::	bn:00005053n	applause.n.01	applause, hand_clapping, clapping	a demonstration of approval by clapping the hands together
d001.s007.t006	return%1:04:01::	bn:00044531n	return.n.02	return, homecoming	a coming to or returning home
d001.s007.t007	home%1:15:02::	bn:00044488n	home.n.03	home	the country or state or city where you live
d001.s007.t008	lead%1:07:02::	bn:00050340n	lead.n.01	lead	an advantage held by a competitor in a race
d001.s008.t000	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s008.t001	point%1:23:01::	bn:00063218n	point.n.10	point	the unit of counting in scoring a game or contest
d001.s008.t002	point%1:23:01::	bn:00063218n	point.n.10	point	the unit of counting in scoring a game or contest
d001.s008.t003	night%1:28:00::	bn:00025236n	night.n.01	night, nighttime, dark	the time after sunset and before sunrise while it is dark outside
d001.s009.t000	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d001.s009.t001	halftime%1:28:00::	bn:00042647n	halftime.n.01	halftime	an intermission between the first and second half of a game
d001.s009.t002	hand%1:08:00::	bn:00042759n	hand.n.01	hand, manus, mitt, paw	the (prehensile) extremity of the superior limb
d001.s009.t003	pressure%1:07:00::	bn:00064262n	pressure.n.02	pressure	a force that compels
d001.s009.t004	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d001.s010.t000	role%1:04:00::	bn:00036823n	function.n.03	function, office, part, role	the actions and activities assigned to or required or expected of a person or group
d001.s010.t001	return%1:04:02::	bn:00066863n	restitution.n.03	restitution, return, restoration, regaining	getting something back again
d001.s010.t002	light%1:09:02::	bn:00051117n	light.n.12	light	public awareness
d001.s011.t000	disadvantage%1:07:00::	bn:00027415n	disadvantage.n.01	disadvantage	the quality of having an inferior or less favorable position
d001.s012.t000	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d001.s012.t001	couple%1:23:01::	bn:00023270n	couple.n.03	couple	a small indefinite number
d001.s012.t002	play%1:04:05::	bn:00062929n	play.n.03	play	a preset plan of action in team sports
d001.s012.t003	help%1:04:00::	bn:00002155n	aid.n.02	aid, assist, assistance, help	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose
d001.s012.t004	scoreboard%1:06:00::	bn:00069757n	scoreboard.n.01	scoreboard	a large board for displaying the score of a contest (and some other information)
d001.s012.t005	lead%1:07:02::	bn:00050340n	lead.n.01	lead	an advantage held by a competitor in a race
d001.s012.t006	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s012.t007	end%1:28:00::	bn:00030719n	end.n.02	end, ending	the point in time at which something ends
d001.s012.t008	quarter%1:28:01::	bn:00065577n	quarter.n.03	quarter	(football, professional basketball) one of four divisions into which some games are divided
d001.s013.t000	period%1:28:02::	bn:00061606n	period.n.02	period	the interval taken to complete one cycle of a regularly repeating phenomenon
d001.s013.t001	minute%1:28:00::	bn:00055094n	minute.n.01	minute, min	a unit of time equal to 60 seconds or 1/60th of an hour
d001.s014.t000	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s014.t001	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s014.t002	line%1:15:01::	bn:00051301n	line.n.20	line	in games or sports; a mark indicating positions or bounds of the playing area
d001.s015.t000	spite%1:12:00::	bn:00053001n	malice.n.01	malice, maliciousness, spite, spitefulness, venom	feeling a need to see others suffer
d001.s015.t001	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d001.s015.t002	last_minute%1:28:00::	bn:00030341n	eleventh_hour.n.01	eleventh_hour, last_minute	the latest possible moment
d001.s015.t003	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d001.s015.t004	victory%1:11:00::	bn:00078365n	victory.n.01	victory, triumph	a successful ending of a struggle or contest
d001.s015.t005	time%1:11:00::	bn:00019848n	time.n.01	time, clip	an instance or single occasion for some event
d001.s015.t006	season%1:28:02::	bn:00070056n	season.n.01	season	a period of the year marked by special events or activities in some field
d002.s000.t000	wall_street%1:14:00::	bn:00076788n	wall_street.n.02	Wall_Street, the_Street	used to allude to the securities industry of the United States
d002.s000.t001	momentum%1:07:00::	bn:00046200n	momentum.n.01	momentum, impulse	an impelling force or strength
d002.s000.t002	dollar%1:23:00::	bn:00028114n	dollar.n.01	dollar	the basic monetary unit in many countries; equal to 100 cents
d002.s001.t000	new_york_stock_exchange%1:06:00::	bn:00010302n	new_york_stock_exchange.n.01	New_York_Stock_Exchange, N._Y._Stock_Exchange, NYSE, big_board	a stock exchange in New York
d002.s001.t001	heading%1:15:00::	bn:00002181n	bearing.n.02	bearing, heading, aim	the direction or path along which something moves or along which it lies
d002.s001.t002	friday%1:28:00::	bn:00036512n	friday.n.01	Friday, Fri	the sixth day of the week; the fifth working day
d002.s001.t003	market%1:14:01::	bn:00053460n	market.n.04	market, securities_industry	the securities markets in the aggregate
d002.s001.t004	indicator%1:10:00::	bn:00046418n	index.n.02	index, index_number, indicant, indicator	a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time
d002.s001.t005	united_states%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d002.s001.t006	dollar%1:23:00::	bn:00028114n	dollar.n.01	dollar	the basic monetary unit in many countries; equal to 100 cents
d002.s001.t007	dow_jones%1:10:00::	bn:00028458n	dow_jones.n.01	Dow_Jones, Dow-Jones_Industrial_Average	an indicator of stock market prices; based on the share values of 30 blue-chip stocks listed on the New York Stock Exchange
d002.s001.t008	nasdaq%1:06:00::	bn:00056893n	national_association_of_securities_dealers_automated_quotations.n.01	National_Association_of_Securities_Dealers_Automated_Quotations, NASDAQ	a computerized data system to provide brokers with price quotations for securities traded over the counter
d002.s002.t000	closing%1:04:02::	bn:00019966n	completion.n.02	completion, culmination, closing, windup, mop_up	a concluding action
d002.s002.t001	figure%1:07:01::	bn:00034394n	number.n.01	number, figure	the property possessed by a sum or total or indefinite quantity of units or individuals
d002.s002.t002	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s002.t003	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s002.t004	nasdaq%1:06:00::	bn:00056893n	national_association_of_securities_dealers_automated_quotations.n.01	National_Association_of_Securities_Dealers_Automated_Quotations, NASDAQ	a computerized data system to provide brokers with price quotations for securities traded over the counter
d002.s002.t005	technology%1:09:00::	bn:00005105n	engineering.n.02	engineering, engineering_science, applied_science, technology	the discipline dealing with the art or science of applying scientific knowledge to practical problems
d002.s002.t006	predominance%1:26:00::	bn:00064119n	predominance.n.01	predominance, predomination, prepotency	the state of being predominant over others
d002.s002.t007	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s002.t008	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s003.t000	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s003.t001	point%1:26:00::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d002.s004.t000	market%1:14:01::	bn:00053460n	market.n.04	market, securities_industry	the securities markets in the aggregate
d002.s005.t000	narrow_margin%1:07:00::	bn:00056870n	narrow_margin.n.01	narrow_margin, narrowness, slimness	a small margin
d002.s005.t001	trading%1:04:00::	bn:00077880n	trading.n.01	trading	buying or selling securities or commodities
d002.s005.t002	volume%1:07:03::	bn:00013768n	bulk.n.02	bulk, mass, volume	the property of something that is great in magnitude
d002.s005.t003	case%1:09:00::	bn:00016404n	case.n.04	case	the actual state of things
d002.s005.t004	end%1:28:00::	bn:00030719n	end.n.02	end, ending	the point in time at which something ends
