sentence_id	text	translation	lemma	translation_token	translation_lemma
d001.s015	In spite of this , and with Splitter fouling out , Ivonic 's team did n't rush , defended well , and , even though the Israelis came close at the last minute , the game was already won and victory escaped Tel Aviv for the first time in the season .	虽然以色列人在最后一刻就接近了, 但比赛已经胜利, 胜利在赛季首次逃离特拉维夫(Tel Aviviv),	in spite of this , and with splitter foul out , ivonic 's team do n't rush , defend well , and , even though the israeli come close at the last_minute , the game be already win and victory escape tel aviv for the first time in the season .	虽然 以色列人 在 最后 一刻 就 接近 了 , 但 比赛 已经 胜利 , 胜利 在 赛季 首次 逃离 特拉维夫 ( Tel Aviviv) ,	虽然 以色列人 在 最后 一刻 就 接近 了 , 但 比赛 已经 胜利 , 胜利 在 赛季 首次 逃离 特拉维夫 ( Tel Aviviv) ,
d002.s000	Wall Street closes without momentum , slowed by a strengthening dollar	华尔街因美元坚挺而减速,	wall_street close without momentum , slow by a strengthening dollar	华尔街 因 美元 坚挺 而 减速 ,	华尔街 因 美元 坚挺 而 减速 ,
d002.s001	The New York Stock Exchange closed with no particular heading on Friday , in a market torn between better than expected indicators in the United States and a strengthening dollar : the Dow Jones gained 0.63 % but the NASDAQ dropped 0.03 % .	纽约证券交易所(New York Asssembly Exchange)于周五关闭, 没有任何特别标题, 市场在比预期的美国指标更好与坚挺美元之间分崩离析:道琼斯(Dow Jones)获得0.63 % , 但纳斯达克(NASDAQ)下降了0.03% 。	the new_york_stock_exchange close with no particular heading on friday , in a market tear between better than expect indicator in the united_states and a strengthening dollar : the dow_jones gain 0.63 % but the nasdaq drop 0.03 % .	纽约 证券 交易所 ( New York Asssembly Exchange )于 周五 关闭 , 没有 任何 特别 标题 , 市场 在 比 预期 的 美国 指标 更 好 与 坚挺 美元 之间 分崩离析 : 道琼斯 ( Dow Jones) 获得 0 . 63 % , 但 纳斯达克(NA SDA Q) 下降 了 0.03% 。	纽约 证券 交易所 ( New York Asssembly Exchange )于 周五 关闭 , 没有 任何 特别 标题 , 市场 在 比 预期 的 美国 指标 更 好 与 坚挺 美元 之间 分崩离析 : 道琼斯 ( Dow Jones) 获得 0 . 63 % , 但 纳斯达克(NA SDA Q) 下降 了 0.03% 。
d002.s002	According to final closing figures , the Dow Jones Industrial Average has risen by 65.67 points to 10 471.50 points , whereas the NASDAQ , with a technology predominance , fell by 0.55 point to 2 190.31 points .	根据最后结束数字,道琼斯工业平均指数上升了65.67个百分点,达到10 471.50点,而以技术为主的纳斯达克(NASDAQ)下降了0.55个百分点,达到2 190.31点。	accord to final closing figure , the dow jone industrial average have rise by 65.67 point to 10 471.50 point , whereas the nasdaq , with a technology predominance , fall by 0.55 point to 2 190.31 point .	根据 最后 结束 数字 , 道琼斯 工业 平均 指数 上升 了 65 . 67 个 百分点 , 达到 10 471 . 50点 , 而 以 技术 为主 的 纳斯达克(NA SDA Q) 下降 了 0 . 55 个 百分点 , 达到 2 190.31点 。	根据 最后 结束 数字 , 道琼斯 工业 平均 指数 上升 了 65 . 67 个 百分点 , 达到 10 471 . 50点 , 而 以 技术 为主 的 纳斯达克(NA SDA Q) 下降 了 0 . 55 个 百分点 , 达到 2 190.31点 。
d002.s003	The wider Standard &amp; Poor 's 500 has itself advanced by 0.37 % ( 4.06 points ) to 1 106.41 points .	范围更广的标准 & amp; Poor ' s 500 本身提升了0. 37%( 4. 06点) 至 106. 41 点 。	the wider standard &amp; poor 's 500 have itself advance by 0.37 % ( 4.06 point ) to 1 106.41 point .	范围 更 广 的 标准 & amp; Poor ' s 500 本身 提升 了 0 . 37% ( 4. 06点) 至 106 . 41 点 。	范围 更 广 的 标准 & amp; Poor ' s 500 本身 提升 了 0 . 37% ( 4. 06点) 至 106 . 41 点 。
d002.s004	Frankly , the market is very calm , observes Mace Blicksilver of Marblehead Asset Management .	Marblehead资产管理部的Mace Blicksilver(Mace Blicksilver)指出,	frankly , the market be very calm , observe mace blicksilver of marblehead asset management .	Marblehead 资产 管理部 的 Mace Blicksilver( Mace Blicksilver) 指出 ,	Marblehead 资产 管理部 的 Mace Blicksilver( Mace Blicksilver) 指出 ,
d002.s005	It remains within a narrow margin ; trading volumes have become very weak , and I think that this will remain the case until the end of the year .	贸易量已变得非常疲软, 我认为到今年年底,	it remain within a narrow_margin ; trading volume have become very weak , and I think that this will remain the case until the end of the year .	贸易量 已 变得 非常 疲软 , 我 认为 到 今年 年底 ,	贸易量 已 变得 非常 疲软 , 我 认为 到 今年 年底 ,
d002.s006	The trend was supported by the publication of better than expected economic indicators , which `` have contributed to improving market opinion in relation to the robustness of the economic recovery '' , summarised Charles Schwab 's analysts .	这一趋势得到出版比预期更好的经济指标的支持,该指标“有助于改善市场对经济复苏的稳健性的看法”,对Charles Schwab的分析家作了总结。	the trend be support by the publication of better than expect economic indicator , which `` have contribute to improve market opinion in relation to the robustness of the economic recovery '' , summarise charle schwab 's analyst .	这 一 趋势 得到 出版 比 预期 更 好的 经济 指标 的 支持 , 该 指标 “ 有助于 改善 市场 对 经济 复苏 的 稳健性 的 看法 ” , 对 Charles Schwab 的 分析家 作 了 总结 。	这 一 趋势 得到 出版 比 预期 更 好的 经济 指标 的 支持 , 该 指标 “ 有助于 改善 市场 对 经济 复苏 的 稳健性 的 看法 ” , 对 Charles Schwab 的 分析家 作 了 总结 。
d002.s007	In the United States , retail sales have increased by 1.3 % in November , for the second month in a row , and far more than predicted .	在美国, 零售量在11月连续第二个月增长1.	in the united_states , retail sale have increase by 1.3 % in november , for the second month in a row , and far more than predict .	在 美国 , 零售量 在 11月 连续 第二 个 月 增长 1.	在 美国 , 零售量 在 11月 连续 第二 个 月 增长 1.
d002.s008	Moreover , the confidence of American consumers has clearly bounced back in December , to 73.4 against 67.4 the previous month , according to preliminary estimates from Michigan University 's index .	此外,根据密歇根大学指数的初步估计,美国消费者的信心在12月明显回升到73.4,而上个月是67.4。	moreover , the confidence of american consumer have clearly bounce back in december , to 73.4 against 67.4 the previous month , accord to preliminary estimate from michigan university 's index .	此外 , 根据 密歇根 大学 指数 的 初步 估计 , 美国 消费者 的 信心 在 12月 明显 回升 到 73 . 4 , 而 上个月 是 67 . 4 。	此外 , 根据 密歇根 大学 指数 的 初步 估计 , 美国 消费者 的 信心 在 12月 明显 回升 到 73 . 4 , 而 上个月 是 67 . 4 。
d002.s009	The indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the Euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained Owen Fitzpatrick from Deutsche Bank .	但是,由于美元再次上涨,指数放缓,达到两个月来欧元对欧元的新高,“对对经济形势敏感的部门施加下行压力”,德意志银行的Owen Fitzpatrick解释说。	the index have , however , be slow by a renew rise of the dollar , to a new two-month high against the euro , which `` put downward pressure on the sector that be sensitive to the economic situation '' , explain owen fitzpatrick from deutsche bank .	但是 , 由于 美元 再次 上涨 , 指数 放缓 , 达到 两 个 月 来 欧元 对 欧元 的 新高 , “ 对 对 经济 形势 敏感 的 部门 施加 下行 压力 ” , 德意志 银行 的 Owen Fitzpatrick 解释 说 。	但是 , 由于 美元 再次 上涨 , 指数 放缓 , 达到 两 个 月 来 欧元 对 欧元 的 新高 , “ 对 对 经济 形势 敏感 的 部门 施加 下行 压力 ” , 德意志 银行 的 Owen Fitzpatrick 解释 说 。
d002.s010	Technology securities have thereby lost some ground .	技术证券因此失去了一些依据。	technology security have thereby lose some ground .	技术 证券 因此 失去 了 一些 依据 。	技术 证券 因此 失去 了 一些 依据 。
d002.s011	The bond market has fallen .	债券市场已经下跌。	the bond market have fall .	债券 市场 已经 下跌 。	债券 市场 已经 下跌 。
d002.s012	Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	财政10年债券收益率增至3.540%,而星期二晚间为3.482%,30年债券收益率为4.497%,而前一天晚间为4.492%。	treasury 10-year bond yield have grow to 3.540 % against 3.482 % on tuesday evening , and 30-year bond yield be at 4.497 % against 4.492 % the previous evening .	财政 10年 债券 收益率 增至 3 . 540 % , 而 星期二 晚间 为 3 . 482 % , 30年 债券 收益率 为 4. 497 % , 而 前一天 晚间 为 4. 492% 。	财政 10年 债券 收益率 增至 3 . 540 % , 而 星期二 晚间 为 3 . 482 % , 30年 债券 收益率 为 4. 497 % , 而 前一天 晚间 为 4. 492% 。
d003.s000	Iraqi Oil Ministry reaches deals with 10 foreign oil companies	伊拉克石油部与10家外国石油公司达成交易	iraqi oil ministry reach deal with 10 foreign oil_company	伊拉克 石油部 与 10 家 外国 石油 公司 达成 交易	伊拉克 石油部 与 10 家 外国 石油 公司 达成 交易
d003.s001	Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .	伊拉克政府设法吸引大石油公司在星期六结束的两场拍卖中重建其困苦的基础设施。	despite concern about violence and political instability , the iraqi government manage to attract major oil_company to rebuild its ailing infrastructure during two auction that conclude saturday .	伊拉克 政府 设法 吸引 大 石油 公司 在 星期六 结束 的 两 场 拍卖 中 重建 其 困苦 的 基础 设施 。	伊拉克 政府 设法 吸引 大 石油 公司 在 星期六 结束 的 两 场 拍卖 中 重建 其 困苦 的 基础 设施 。
